gagename,dtime_edt,rainfall_in
7,2022-05-07T03:30:00Z,0.01
7,2022-05-07T03:45:00Z,0.01
7,2022-05-07T04:15:00Z,0.04
7,2022-05-07T04:30:00Z,0.02
7,2022-05-07T04:45:00Z,0.01
7,2022-05-07T05:00:00Z,0.01
7,2022-05-07T05:15:00Z,0.03
7,2022-05-07T05:30:00Z,0.01
7,2022-05-07T05:45:00Z,0.01
7,2022-05-07T06:00:00Z,0.03
7,2022-05-07T06:15:00Z,0.01
7,2022-05-07T06:30:00Z,0.01
7,2022-05-07T06:45:00Z,0.02
7,2022-05-07T07:15:00Z,0.01
7,2022-05-07T07:30:00Z,0.01
7,2022-05-07T07:45:00Z,0.01
7,2022-05-07T08:45:00Z,0.01
7,2022-05-07T09:45:00Z,0.01
7,2022-05-07T10:00:00Z,0.02
7,2022-05-07T10:15:00Z,0.01
7,2022-05-07T10:30:00Z,0.01
7,2022-05-07T11:00:00Z,0.01
7,2022-05-07T11:15:00Z,0.01
7,2022-05-07T11:45:00Z,0.01
7,2022-05-07T12:15:00Z,0.01
7,2022-05-07T12:30:00Z,0.01
7,2022-05-07T13:00:00Z,0.04
7,2022-05-07T13:15:00Z,0.03
7,2022-05-07T13:30:00Z,0.02
7,2022-05-07T13:45:00Z,0.03
7,2022-05-07T14:00:00Z,0.04
7,2022-05-07T14:15:00Z,0.01
7,2022-05-07T14:30:00Z,0.04
7,2022-05-07T14:45:00Z,0.05
7,2022-05-07T15:00:00Z,0.04
7,2022-05-07T15:15:00Z,0.01
7,2022-05-07T15:30:00Z,0.02
7,2022-05-07T15:45:00Z,0.02
7,2022-05-07T16:15:00Z,0.01
7,2022-05-07T17:15:00Z,0.02
7,2022-05-07T17:30:00Z,0.04
7,2022-05-07T17:45:00Z,0.01
7,2022-05-07T18:00:00Z,0.02
7,2022-05-07T18:15:00Z,0.01
7,2022-05-07T18:30:00Z,0.01
7,2022-05-07T18:45:00Z,0.01
7,2022-05-07T21:30:00Z,0.01
7,2022-05-07T22:00:00Z,0.01
7,2022-05-07T22:15:00Z,0.01
7,2022-05-07T22:45:00Z,0.01
7,2022-05-07T23:00:00Z,0.02
7,2022-05-07T23:15:00Z,0.01
7,2022-05-07T23:30:00Z,0.01
7,2022-05-07T23:45:00Z,0.01
7,2022-05-08T00:15:00Z,0.01
7,2022-05-08T00:30:00Z,0.02
7,2022-05-08T00:45:00Z,0.01
7,2022-05-08T01:00:00Z,0.02
7,2022-05-08T01:15:00Z,0.03
7,2022-05-08T01:30:00Z,0.03
7,2022-05-08T01:45:00Z,0.03
7,2022-05-08T02:00:00Z,0.02
7,2022-05-08T02:15:00Z,0.01
7,2022-05-08T02:30:00Z,0.01
7,2022-05-08T03:00:00Z,0.01
7,2022-05-08T03:15:00Z,0.01
7,2022-05-08T03:30:00Z,0.01
7,2022-05-08T03:45:00Z,0.01
7,2022-05-08T04:00:00Z,0.02
7,2022-05-08T04:15:00Z,0.01
7,2022-05-08T04:30:00Z,0.01
7,2022-05-08T04:45:00Z,0.02
7,2022-05-08T05:00:00Z,0.01
7,2022-05-08T05:15:00Z,0.01
7,2022-05-08T05:45:00Z,0.02
7,2022-05-08T06:00:00Z,0.01
7,2022-05-08T06:30:00Z,0.01
7,2022-05-08T07:15:00Z,0.01
7,2022-05-08T07:30:00Z,0.01
7,2022-05-08T08:45:00Z,0.01
7,2022-05-08T10:30:00Z,0.01
7,2022-05-13T11:30:00Z,0.01
7,2022-05-13T19:00:00Z,0.01
7,2022-05-13T20:15:00Z,0.01
7,2022-05-14T10:15:00Z,0.01
7,2022-05-14T17:15:00Z,0.01
7,2022-05-14T17:30:00Z,0.03
7,2022-05-14T17:45:00Z,0.01
7,2022-05-14T18:15:00Z,0.01
7,2022-05-14T18:45:00Z,0.01
7,2022-05-14T19:00:00Z,0.01
7,2022-05-14T19:15:00Z,0.01
7,2022-05-14T19:30:00Z,0.02
7,2022-05-14T19:45:00Z,0.01
7,2022-05-14T20:00:00Z,0.01
7,2022-05-14T20:15:00Z,0.02
7,2022-05-14T20:30:00Z,0.01
7,2022-05-14T20:45:00Z,0.01
7,2022-05-14T21:00:00Z,0.02
7,2022-05-14T21:15:00Z,0.01
7,2022-05-14T21:45:00Z,0.01
7,2022-05-16T23:00:00Z,0.09
7,2022-05-16T23:15:00Z,0.01
7,2022-05-19T04:30:00Z,0.01
7,2022-05-19T04:45:00Z,0.01
7,2022-05-19T05:00:00Z,0.01
7,2022-05-19T05:15:00Z,0.02
7,2022-05-19T05:30:00Z,0.02
7,2022-05-19T05:45:00Z,0.05
7,2022-05-19T06:00:00Z,0.01
7,2022-05-19T06:15:00Z,0.02
7,2022-05-19T06:30:00Z,0.01
7,2022-05-19T06:45:00Z,0.01
7,2022-05-19T07:00:00Z,0.01
7,2022-05-19T07:15:00Z,0.03
7,2022-05-19T07:30:00Z,0.02
7,2022-05-19T07:45:00Z,0.04
7,2022-05-19T08:00:00Z,0.05
7,2022-05-19T08:15:00Z,0.06
7,2022-05-19T08:30:00Z,0.06
7,2022-05-19T08:45:00Z,0.04
7,2022-05-19T09:00:00Z,0.03
7,2022-05-19T09:45:00Z,0.05
7,2022-05-19T10:00:00Z,0.1
7,2022-05-19T10:15:00Z,0.04
7,2022-05-19T10:30:00Z,0.02
7,2022-05-19T10:45:00Z,0.02
7,2022-05-20T18:00:00Z,0.02
7,2022-05-20T19:00:00Z,0.01
7,2022-05-20T19:15:00Z,0.05
7,2022-05-20T20:15:00Z,0.06
7,2022-05-22T22:30:00Z,0.02
7,2022-05-22T22:45:00Z,0.01
7,2022-05-27T19:30:00Z,0.04
7,2022-05-27T19:45:00Z,0.1
7,2022-05-27T20:00:00Z,0.02
7,2022-05-27T20:15:00Z,0.01
7,2022-05-27T20:45:00Z,0.02
7,2022-05-27T21:15:00Z,0.01
7,2022-05-28T03:45:00Z,0.58
7,2022-05-28T04:00:00Z,0.19
7,2022-05-28T04:30:00Z,0.01
7,2022-06-02T21:45:00Z,0.09
7,2022-06-02T22:00:00Z,0.19
7,2022-06-02T22:15:00Z,0.02
7,2022-06-02T22:30:00Z,0.03
7,2022-06-02T22:45:00Z,0.04
7,2022-06-03T02:00:00Z,0.01
7,2022-06-03T12:30:00Z,0.01
7,2022-06-08T02:30:00Z,0.01
7,2022-06-08T02:45:00Z,0.01
7,2022-06-08T03:00:00Z,0.09
7,2022-06-08T03:15:00Z,0.01
7,2022-06-08T06:00:00Z,0.01
7,2022-06-09T03:15:00Z,0.04
7,2022-06-09T03:30:00Z,0.05
7,2022-06-09T03:45:00Z,0.03
7,2022-06-09T04:00:00Z,0.11
7,2022-06-09T04:15:00Z,0.28
7,2022-06-09T04:30:00Z,0.01
7,2022-06-09T04:45:00Z,0.07
7,2022-06-09T05:00:00Z,0.05
7,2022-06-09T05:15:00Z,0.22
7,2022-06-09T05:30:00Z,0.06
7,2022-06-09T05:45:00Z,0.02
7,2022-06-09T06:15:00Z,0.01
7,2022-06-09T08:00:00Z,0.01
7,2022-06-09T08:30:00Z,0.09
7,2022-06-09T08:45:00Z,0.23
7,2022-06-09T09:00:00Z,0.03
7,2022-06-09T09:15:00Z,0.01
7,2022-06-11T17:45:00Z,0.01
7,2022-06-12T09:30:00Z,0.03
7,2022-06-12T09:45:00Z,0.14
7,2022-06-12T10:00:00Z,0.02
7,2022-06-12T10:30:00Z,0.02
7,2022-06-12T10:45:00Z,0.06
7,2022-06-12T11:00:00Z,0.09
7,2022-06-12T11:15:00Z,0.17
7,2022-06-12T11:30:00Z,0.05
7,2022-06-12T12:00:00Z,0.12
7,2022-06-12T12:15:00Z,0.22
7,2022-06-12T12:30:00Z,0.1
7,2022-06-12T12:45:00Z,0.02
7,2022-06-12T13:00:00Z,0.07
7,2022-06-12T13:15:00Z,0.29
7,2022-06-12T13:30:00Z,0.2
7,2022-06-12T13:45:00Z,0.05
7,2022-06-12T14:00:00Z,0.02
7,2022-06-12T14:15:00Z,0.01
7,2022-06-14T12:15:00Z,0.06
7,2022-06-14T12:30:00Z,0.02
7,2022-06-14T12:45:00Z,0.01
7,2022-06-14T13:00:00Z,0.01
7,2022-06-16T10:00:00Z,0.02
7,2022-06-16T10:15:00Z,0.01
7,2022-06-16T11:15:00Z,0.02
7,2022-06-16T11:30:00Z,0.01
7,2022-06-16T11:45:00Z,0.03
7,2022-06-16T12:00:00Z,0.06
7,2022-06-16T12:15:00Z,0.05
7,2022-06-16T12:30:00Z,0.01
7,2022-06-16T13:00:00Z,0.11
7,2022-06-16T18:30:00Z,0.01
7,2022-06-23T14:15:00Z,0.01
7,2022-06-23T14:30:00Z,0.03
7,2022-06-23T14:45:00Z,0.05
7,2022-06-23T15:00:00Z,0.06
7,2022-06-23T15:15:00Z,0.06
7,2022-06-23T15:30:00Z,0.03
7,2022-06-23T15:45:00Z,0.01
7,2022-06-23T16:00:00Z,0.03
7,2022-06-23T16:15:00Z,0.03
7,2022-06-23T16:30:00Z,0.01
7,2022-06-27T17:00:00Z,0.01
7,2022-06-27T17:15:00Z,0.24
7,2022-06-27T17:30:00Z,0.04
7,2022-06-27T18:15:00Z,0.02
7,2022-06-27T19:00:00Z,0.03
7,2022-06-27T19:15:00Z,0.28
7,2022-06-27T19:30:00Z,0.16
7,2022-06-27T19:45:00Z,0.01
7,2022-06-27T21:45:00Z,0.01
7,2022-06-27T22:00:00Z,0.02
7,2022-06-27T22:15:00Z,0.01
7,2022-07-03T03:45:00Z,0.001
7,2022-07-03T09:15:00Z,0.017
7,2022-07-03T09:30:00Z,0.012
7,2022-07-03T09:45:00Z,0.008
7,2022-07-03T10:00:00Z,0.001
7,2022-07-03T11:15:00Z,0.016
7,2022-07-03T11:30:00Z,0.001
7,2022-07-03T11:45:00Z,0.001
7,2022-07-05T22:15:00Z,0.002
7,2022-07-07T07:45:00Z,0.009
7,2022-07-07T08:00:00Z,0.01
7,2022-07-07T08:15:00Z,0.01
7,2022-07-07T08:30:00Z,0.012
7,2022-07-07T08:45:00Z,0.027
7,2022-07-07T09:00:00Z,0.052
7,2022-07-07T09:15:00Z,0.037
7,2022-07-07T09:30:00Z,0.021
7,2022-07-07T09:45:00Z,0.011
7,2022-07-07T10:00:00Z,0.012
7,2022-07-07T10:15:00Z,0.029
7,2022-07-07T10:30:00Z,0.013
7,2022-07-07T10:45:00Z,0.023
7,2022-07-07T11:00:00Z,0.018
7,2022-07-07T11:15:00Z,0.001
7,2022-07-07T11:30:00Z,0.001
7,2022-07-07T11:45:00Z,0.001
7,2022-07-09T02:45:00Z,0.001
7,2022-07-09T03:00:00Z,0.001
7,2022-07-09T03:15:00Z,0.012
7,2022-07-09T03:30:00Z,0.001
7,2022-07-09T04:45:00Z,0.007
7,2022-07-09T05:45:00Z,0.001
7,2022-07-09T06:00:00Z,0.007
7,2022-07-09T06:15:00Z,0.002
7,2022-07-09T06:30:00Z,0.009
7,2022-07-09T06:45:00Z,0.017
7,2022-07-09T07:00:00Z,0.001
7,2022-07-09T07:15:00Z,0.008
7,2022-07-09T07:30:00Z,0.001
7,2022-07-09T08:15:00Z,0.001
7,2022-07-16T00:15:00Z,0.001
7,2022-07-17T03:45:00Z,0.03
7,2022-07-17T04:15:00Z,0.01
7,2022-07-17T04:45:00Z,0.01
7,2022-07-17T05:00:00Z,0.01
7,2022-07-17T05:15:00Z,0.01
7,2022-07-18T20:45:00Z,0.01
7,2022-07-19T01:30:00Z,0.03
7,2022-07-25T20:00:00Z,0.2
7,2022-07-25T20:15:00Z,0.53
7,2022-07-25T20:30:00Z,0.01
7,2022-07-29T00:45:00Z,0.35
7,2022-07-29T01:00:00Z,0.13
7,2022-07-29T01:15:00Z,0.01
7,2022-08-01T01:30:00Z,0.01
7,2022-08-01T04:30:00Z,0.06
7,2022-08-01T05:00:00Z,0.07
7,2022-08-01T05:15:00Z,0.09
7,2022-08-01T05:30:00Z,0.07
7,2022-08-01T05:45:00Z,0.01
7,2022-08-01T06:00:00Z,0.01
7,2022-08-01T06:45:00Z,0.01
7,2022-08-01T07:30:00Z,0.02
7,2022-08-01T08:00:00Z,0.01
7,2022-08-01T08:30:00Z,0.01
7,2022-08-01T08:45:00Z,0.03
7,2022-08-01T09:15:00Z,0.01
7,2022-08-01T12:45:00Z,0.01
7,2022-08-05T03:45:00Z,0.01
7,2022-08-10T02:00:00Z,0.05
7,2022-08-10T04:45:00Z,0.03
7,2022-08-11T07:45:00Z,0.06
7,2022-08-11T08:00:00Z,0.43
7,2022-08-11T08:15:00Z,0.11
7,2022-08-11T08:30:00Z,0.03
7,2022-08-11T08:45:00Z,0.03
7,2022-08-11T09:00:00Z,0.03
7,2022-08-11T09:15:00Z,0.02
7,2022-08-11T09:45:00Z,0.01
7,2022-08-21T20:45:00Z,0.15
7,2022-08-21T21:00:00Z,0.25
7,2022-08-21T21:15:00Z,0.01
7,2022-08-22T05:00:00Z,0.02
7,2022-08-22T05:15:00Z,0.02
7,2022-08-22T05:30:00Z,0.04
7,2022-08-22T05:45:00Z,0.03
7,2022-08-22T06:00:00Z,0.04
7,2022-08-22T06:15:00Z,0.05
7,2022-08-22T06:30:00Z,0.01
7,2022-08-22T08:00:00Z,0.01
7,2022-08-22T08:15:00Z,0.01
7,2022-08-22T10:30:00Z,0.01
7,2022-08-22T11:45:00Z,0.05
7,2022-08-22T12:00:00Z,0.09
7,2022-08-22T12:15:00Z,0.01
7,2022-08-22T18:30:00Z,0.04
7,2022-08-22T23:30:00Z,0.01
7,2022-08-22T23:45:00Z,0.22
7,2022-08-23T00:00:00Z,0.32
7,2022-08-23T00:15:00Z,0.04
7,2022-08-23T00:45:00Z,0.01
7,2022-08-28T21:15:00Z,0.02
7,2022-08-30T23:30:00Z,0.07
7,2022-08-30T23:45:00Z,0.24
7,2022-08-31T02:45:00Z,0.01
7,2022-09-06T10:00:00Z,0.01
7,2022-09-06T10:15:00Z,0.01
7,2022-09-06T10:30:00Z,0.01
7,2022-09-06T10:45:00Z,0.01
7,2022-09-06T11:00:00Z,0.02
7,2022-09-06T11:15:00Z,0.04
7,2022-09-06T11:30:00Z,0.13
7,2022-09-06T11:45:00Z,0.08
7,2022-09-06T12:00:00Z,0.1
7,2022-09-06T12:15:00Z,0.1
7,2022-09-06T12:30:00Z,0.18
7,2022-09-06T12:45:00Z,0.2
7,2022-09-06T13:00:00Z,0.11
7,2022-09-06T13:15:00Z,0.09
7,2022-09-06T13:30:00Z,0.08
7,2022-09-06T13:45:00Z,0.05
7,2022-09-06T14:00:00Z,0.04
7,2022-09-06T14:15:00Z,0.05
7,2022-09-06T14:30:00Z,0.03
7,2022-09-06T14:45:00Z,0.06
7,2022-09-06T15:00:00Z,0.1
7,2022-09-06T15:15:00Z,0.07
7,2022-09-06T15:30:00Z,0.05
7,2022-09-06T15:45:00Z,0.04
7,2022-09-06T16:00:00Z,0.03
7,2022-09-06T16:15:00Z,0.01
7,2022-09-06T16:30:00Z,0.01
7,2022-09-06T16:45:00Z,0.01
7,2022-09-07T16:45:00Z,0.01
7,2022-09-11T14:15:00Z,0.03
7,2022-09-11T14:30:00Z,0.03
7,2022-09-11T14:45:00Z,0.02
7,2022-09-11T15:00:00Z,0.01
7,2022-09-11T15:15:00Z,0.01
7,2022-09-11T15:45:00Z,0.01
7,2022-09-11T18:30:00Z,0.03
7,2022-09-11T18:45:00Z,0.01
7,2022-09-11T19:00:00Z,0.03
7,2022-09-11T19:15:00Z,0.03
7,2022-09-11T19:30:00Z,0.01
7,2022-09-11T19:45:00Z,0.01
7,2022-09-11T20:00:00Z,0.01
7,2022-09-11T20:15:00Z,0.03
7,2022-09-11T20:30:00Z,0.03
7,2022-09-11T20:45:00Z,0.01
7,2022-09-11T21:00:00Z,0.04
7,2022-09-11T21:15:00Z,0.08
7,2022-09-11T21:45:00Z,0.01
7,2022-09-11T22:00:00Z,0.02
7,2022-09-11T22:15:00Z,0.01
7,2022-09-12T01:45:00Z,0.01
7,2022-09-12T03:30:00Z,0.01
7,2022-09-13T00:15:00Z,0.01
7,2022-09-13T00:30:00Z,0.03
7,2022-09-13T01:00:00Z,0.01
7,2022-09-13T01:30:00Z,0.02
7,2022-09-13T01:45:00Z,0.01
7,2022-09-13T02:45:00Z,0.01
7,2022-09-13T05:15:00Z,0.04
7,2022-09-13T05:30:00Z,0.23
7,2022-09-22T16:45:00Z,0.02
7,2022-09-22T17:00:00Z,0.02
7,2022-09-25T19:15:00Z,0.23
7,2022-09-25T19:30:00Z,0.01
7,2022-09-25T19:45:00Z,0.01
7,2022-09-25T20:00:00Z,0.01
7,2022-09-25T20:15:00Z,0.01
7,2022-09-25T20:45:00Z,0.01
7,2022-09-26T03:00:00Z,0.01
7,2022-10-01T01:30:00Z,0.01
7,2022-10-01T05:15:00Z,0.02
7,2022-10-01T06:00:00Z,0.02
7,2022-10-01T06:15:00Z,0.04
7,2022-10-01T06:30:00Z,0.1
7,2022-10-01T06:45:00Z,0.04
7,2022-10-01T07:00:00Z,0.08
7,2022-10-01T07:15:00Z,0.08
7,2022-10-01T07:30:00Z,0.04
7,2022-10-01T08:15:00Z,0.01
7,2022-10-01T08:30:00Z,0.11
7,2022-10-01T08:45:00Z,0.03
7,2022-10-01T09:00:00Z,0.07
7,2022-10-01T09:15:00Z,0.05
7,2022-10-01T09:30:00Z,0.05
7,2022-10-01T09:45:00Z,0.04
7,2022-10-01T10:00:00Z,0.05
7,2022-10-01T10:15:00Z,0.08
7,2022-10-01T10:30:00Z,0.02
7,2022-10-01T11:00:00Z,0.01
7,2022-10-01T13:00:00Z,0.04
7,2022-10-01T13:15:00Z,0.01
7,2022-10-01T13:30:00Z,0.01
7,2022-10-02T06:15:00Z,0.01
7,2022-10-02T12:00:00Z,0.07
7,2022-10-02T12:15:00Z,0.07
7,2022-10-02T12:30:00Z,0.06
7,2022-10-02T12:45:00Z,0.05
7,2022-10-02T13:00:00Z,0.05
7,2022-10-02T13:15:00Z,0.07
7,2022-10-02T13:30:00Z,0.06
7,2022-10-02T13:45:00Z,0.04
7,2022-10-02T14:00:00Z,0.02
7,2022-10-02T14:15:00Z,0.02
7,2022-10-02T14:30:00Z,0.01
7,2022-10-02T15:30:00Z,0.01
7,2022-10-02T15:45:00Z,0.01
7,2022-10-02T16:00:00Z,0.04
7,2022-10-02T16:15:00Z,0.03
7,2022-10-02T16:30:00Z,0.02
7,2022-10-02T16:45:00Z,0.01
7,2022-10-02T17:00:00Z,0.01
7,2022-10-02T17:15:00Z,0.01
7,2022-10-02T17:30:00Z,0.02
7,2022-10-02T17:45:00Z,0.03
7,2022-10-02T18:00:00Z,0.03
7,2022-10-02T18:15:00Z,0.05
7,2022-10-02T18:30:00Z,0.13
7,2022-10-02T18:45:00Z,0.16
7,2022-10-02T19:00:00Z,0.06
7,2022-10-02T19:15:00Z,0.04
7,2022-10-02T19:30:00Z,0.01
7,2022-10-02T19:45:00Z,0.02
7,2022-10-02T20:30:00Z,0.01
7,2022-10-02T20:45:00Z,0.01
7,2022-10-02T21:15:00Z,0.01
7,2022-10-02T21:45:00Z,0.01
7,2022-10-02T22:15:00Z,0.04
7,2022-10-02T22:30:00Z,0.02
7,2022-10-02T22:45:00Z,0.04
7,2022-10-02T23:00:00Z,0.04
7,2022-10-02T23:15:00Z,0.03
7,2022-10-02T23:30:00Z,0.04
7,2022-10-02T23:45:00Z,0.01
7,2022-10-03T00:00:00Z,0.02
7,2022-10-03T00:15:00Z,0.01
7,2022-10-03T00:30:00Z,0.01
7,2022-10-03T00:45:00Z,0.01
7,2022-10-03T01:00:00Z,0.02
7,2022-10-03T01:15:00Z,0.01
7,2022-10-03T01:30:00Z,0.01
7,2022-10-03T01:45:00Z,0.02
7,2022-10-03T02:00:00Z,0.04
7,2022-10-03T02:15:00Z,0.01
7,2022-10-03T02:30:00Z,0.01
7,2022-10-03T03:00:00Z,0.01
7,2022-10-03T03:30:00Z,0.02
7,2022-10-03T03:45:00Z,0.02
7,2022-10-03T04:00:00Z,0.02
7,2022-10-03T04:15:00Z,0.02
7,2022-10-03T04:30:00Z,0.02
7,2022-10-03T04:45:00Z,0.02
7,2022-10-03T05:00:00Z,0.02
7,2022-10-03T06:15:00Z,0.01
7,2022-10-03T06:30:00Z,0.01
7,2022-10-03T06:45:00Z,0.01
7,2022-10-03T07:00:00Z,0.01
7,2022-10-03T07:45:00Z,0.02
7,2022-10-03T08:00:00Z,0.04
7,2022-10-03T08:15:00Z,0.01
7,2022-10-03T10:00:00Z,0.01
7,2022-10-03T10:15:00Z,0.01
7,2022-10-03T10:30:00Z,0.01
7,2022-10-03T10:45:00Z,0.02
7,2022-10-03T11:00:00Z,0.04
7,2022-10-03T11:15:00Z,0.05
7,2022-10-03T11:30:00Z,0.03
7,2022-10-03T11:45:00Z,0.03
7,2022-10-03T12:00:00Z,0.02
7,2022-10-03T12:30:00Z,0.01
7,2022-10-03T12:45:00Z,0.01
7,2022-10-03T13:00:00Z,0.01
7,2022-10-03T13:15:00Z,0.02
7,2022-10-03T13:30:00Z,0.02
7,2022-10-03T13:45:00Z,0.02
7,2022-10-03T14:00:00Z,0.02
7,2022-10-03T14:15:00Z,0.01
7,2022-10-03T14:30:00Z,0.01
7,2022-10-03T15:30:00Z,0.01
7,2022-10-03T19:15:00Z,0.01
7,2022-10-03T21:45:00Z,0.01
7,2022-10-03T22:30:00Z,0.01
7,2022-10-03T23:00:00Z,0.02
7,2022-10-03T23:15:00Z,0.01
7,2022-10-04T01:15:00Z,0.01
7,2022-10-04T01:30:00Z,0.01
7,2022-10-04T01:45:00Z,0.01
7,2022-10-04T02:15:00Z,0.01
7,2022-10-04T02:45:00Z,0.01
7,2022-10-04T03:15:00Z,0.01
7,2022-10-04T04:15:00Z,0.01
7,2022-10-04T05:00:00Z,0.01
7,2022-10-04T05:45:00Z,0.02
7,2022-10-04T06:00:00Z,0.01
7,2022-10-04T06:15:00Z,0.02
7,2022-10-04T06:30:00Z,0.02
7,2022-10-04T06:45:00Z,0.02
7,2022-10-04T12:00:00Z,0.01
7,2022-10-04T13:00:00Z,0.04
7,2022-10-04T13:15:00Z,0.03
7,2022-10-04T13:30:00Z,0.02
7,2022-10-04T14:00:00Z,0.15
7,2022-10-04T14:30:00Z,0.01
7,2022-10-04T14:45:00Z,0.01
7,2022-10-04T16:00:00Z,0.01
7,2022-10-04T21:00:00Z,0.01
7,2022-10-05T02:15:00Z,0.01
7,2022-10-05T02:45:00Z,0.09
7,2022-10-05T03:00:00Z,0.04
7,2022-10-05T05:00:00Z,0.01
7,2022-10-06T15:30:00Z,0.01
7,2022-10-08T07:15:00Z,0.02
7,2022-10-13T19:00:00Z,0.04
7,2022-10-13T19:15:00Z,0.06
7,2022-10-13T19:30:00Z,0.05
7,2022-10-13T20:00:00Z,0.01
7,2022-10-14T01:00:00Z,0.09
7,2022-10-14T01:15:00Z,0.05
7,2022-10-14T01:30:00Z,0.03
7,2022-10-14T01:45:00Z,0.04
7,2022-10-14T02:00:00Z,0.02
7,2022-10-14T02:45:00Z,0.06
7,2022-10-14T03:00:00Z,0.09
7,2022-10-14T03:15:00Z,0.08
7,2022-10-14T03:30:00Z,0.02
7,2022-10-14T03:45:00Z,0.03
7,2022-10-14T04:00:00Z,0.01
7,2022-10-14T04:15:00Z,0.05
7,2022-10-14T04:30:00Z,0.02
7,2022-10-14T07:45:00Z,0.01
7,2022-10-17T22:00:00Z,0.13
7,2022-10-17T22:15:00Z,0.23
7,2022-10-17T22:30:00Z,0.01
7,2022-10-17T22:45:00Z,0.01
7,2022-10-17T23:00:00Z,0.02
7,2022-10-18T00:00:00Z,0.01
7,2022-10-23T20:15:00Z,0.01
7,2022-10-23T20:30:00Z,0.02
7,2022-10-23T20:45:00Z,0.04
7,2022-10-23T21:00:00Z,0.01
7,2022-10-23T21:15:00Z,0.02
7,2022-10-23T21:45:00Z,0.01
7,2022-10-24T07:00:00Z,0.01
7,2022-10-24T07:15:00Z,0.01
7,2022-10-24T07:30:00Z,0.03
7,2022-10-24T07:45:00Z,0.02
7,2022-10-24T08:00:00Z,0.01
7,2022-10-24T08:15:00Z,0.19
7,2022-10-24T09:00:00Z,0.02
7,2022-10-24T09:45:00Z,0.07
7,2022-10-24T10:00:00Z,0.01
7,2022-10-24T11:15:00Z,0.01
7,2022-10-25T02:00:00Z,0.01
7,2022-10-25T07:30:00Z,0.01
7,2022-10-25T10:00:00Z,0.01
7,2022-10-25T12:45:00Z,0.01
7,2022-10-25T22:15:00Z,0.02
7,2022-10-25T22:30:00Z,0.03
7,2022-10-25T22:45:00Z,0.01
7,2022-10-31T22:45:00Z,0.01
7,2022-10-31T23:00:00Z,0.05
7,2022-10-31T23:15:00Z,0.02
7,2022-10-31T23:30:00Z,0.02
7,2022-10-31T23:45:00Z,0.02
7,2022-11-01T00:45:00Z,0.01
7,2022-11-01T01:00:00Z,0.01
7,2022-11-01T01:15:00Z,0.02
7,2022-11-01T01:30:00Z,0.02
7,2022-11-01T01:45:00Z,0.01
7,2022-11-01T02:00:00Z,0.01
7,2022-11-01T05:30:00Z,0.01
7,2022-11-01T06:00:00Z,0.01
7,2022-11-01T06:15:00Z,0.02
7,2022-11-01T07:15:00Z,0.01
7,2022-11-11T15:30:00Z,0.01
7,2022-11-11T15:45:00Z,0.01
7,2022-11-11T16:00:00Z,0.01
7,2022-11-11T16:15:00Z,0.01
7,2022-11-11T16:30:00Z,0.01
7,2022-11-11T16:45:00Z,0.01
7,2022-11-11T17:15:00Z,0.01
7,2022-11-11T17:45:00Z,0.01
7,2022-11-11T18:30:00Z,0.01
7,2022-11-11T18:45:00Z,0.01
7,2022-11-11T19:00:00Z,0.03
7,2022-11-11T19:15:00Z,0.15
7,2022-11-11T19:30:00Z,0.04
7,2022-11-11T19:45:00Z,0.07
7,2022-11-11T20:00:00Z,0.02
7,2022-11-11T20:15:00Z,0.02
7,2022-11-11T20:30:00Z,0.01
7,2022-11-11T20:45:00Z,0.02
7,2022-11-11T21:30:00Z,0.01
7,2022-11-12T07:15:00Z,0.01
7,2022-11-12T08:30:00Z,0.01
7,2022-11-12T08:45:00Z,0.01
7,2022-11-13T06:15:00Z,0.01
7,2022-11-13T06:45:00Z,0.01
7,2022-11-13T07:00:00Z,0.01
7,2022-11-13T11:45:00Z,0.02
7,2022-11-15T23:00:00Z,0.04
7,2022-11-15T23:15:00Z,0.03
7,2022-11-15T23:30:00Z,0.02
7,2022-11-15T23:45:00Z,0.02
7,2022-11-16T00:00:00Z,0.04
7,2022-11-16T00:15:00Z,0.03
7,2022-11-16T00:30:00Z,0.03
7,2022-11-16T00:45:00Z,0.05
7,2022-11-16T01:00:00Z,0.05
7,2022-11-16T01:15:00Z,0.03
7,2022-11-16T01:30:00Z,0.05
7,2022-11-16T01:45:00Z,0.03
7,2022-11-16T02:00:00Z,0.06
7,2022-11-16T02:15:00Z,0.03
7,2022-11-16T02:30:00Z,0.01
7,2022-11-16T02:45:00Z,0.02
7,2022-11-16T03:00:00Z,0.06
7,2022-11-16T03:15:00Z,0.09
7,2022-11-16T03:30:00Z,0.07
7,2022-11-16T03:45:00Z,0.05
7,2022-11-16T04:00:00Z,0.02
7,2022-11-16T04:15:00Z,0.05
7,2022-11-16T04:30:00Z,0.07
7,2022-11-16T04:45:00Z,0.05
7,2022-11-16T05:00:00Z,0.02
7,2022-11-16T05:15:00Z,0.01
7,2022-11-16T05:30:00Z,0.02
7,2022-11-16T06:00:00Z,0.02
7,2022-11-16T06:15:00Z,0.01
7,2022-11-16T06:30:00Z,0.02
7,2022-11-16T06:45:00Z,0.02
7,2022-11-16T07:00:00Z,0.01
7,2022-11-16T07:15:00Z,0.02
7,2022-11-16T07:30:00Z,0.01
7,2022-11-16T07:45:00Z,0.01
7,2022-11-16T08:00:00Z,0.01
